TAXON	F1M.1	F1M.2	F1T1.1	F1T1.3	F1T2.1	F1T2.2	F1T2.3	F2M.1	F2M.2	F2M.3	F2T1.1	F2T1.2	F2T1.3	F2T2.1	F2T2.2	F3M.1	F3M.2	F3T1.1	F3T1.2	F3T1.3	F3T2.2	F3T2.3	F4M.2	F4M.3	F4T1.1	F4T1.2	F4T1.3	F4T2.1	F4T2.3	F5T2.1
PHAGE_Cellul_phi46:1	0.0	0.0	0.0	0.0	0.008390141583639224	0.0	0.0015128593040847202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004158868787689748	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Cellul_phi46:3	0.0	4.940711462450593e-05	0.0037974683544303796	0.002196595277320154	0.0	0.0011668611435239206	0.0	0.00016038492381716118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003976143141153081	0.0	0.0	0.0	0.0	0.0	8.84016973125884e-05	0.0	0.0	0.0	0.0	0.0	0.0030425963488843813	0.0009363295880149813
PHAGE_Entero_UAB_Phi78	4.030145488252126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Rhodoc_ReqiPepy6	4.030145488252126e-05	0.0	0.010126582278481013	0.013179571663920923	0.003146303093864709	0.03617269544924154	0.03177004538577912	0.06367281475541299	0.0015770106886280008	0.010428168322905164	0.0	0.0	0.0	0.005296343001261034	0.00015861686097232136	0.0	0.0	0.0	0.0	0.0	0.0	0.00024743288383026105	0.0001768033946251768	0.0037429819089207735	0.0	0.0	0.0	0.00014582573824279985	0.004056795131845842	0.003745318352059925
PHAGE_Invert_22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016038492381716118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021291696238466998	0.0	0.0	0.0
PHAGE_Salmon_ST160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025220680958385876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011492220650636492	0.0002079434393844874	0.001148105625717566	0.0	0.0007097232079489	0.0	0.0	0.0009363295880149813
PHAGE_Invert_25	4.030145488252126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001148105625717566	0.0	0.0021291696238466998	0.0	0.0	0.0
PHAGE_Lactoc_P092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011226944667201283	0.0	0.0	0.0	0.0	0.0	0.00025220680958385876	0.0	0.0	0.0	0.0	0.0	0.0	0.00035385704175513094	0.00024743288383026105	0.0	0.0002079434393844874	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Lactoc_bIBB29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00201765447667087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002079434393844874	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Strept_Sfi21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.84016973125884e-05	0.0002079434393844874	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Crocei_P2559Y	0.0024180872929512754	0.0	0.0012658227848101266	0.007688083470620538	0.4929208180388044	0.002333722287047841	0.01361573373676248	0.01892542101042502	0.004380585246188891	0.005766163660900503	0.001239092035538214	0.0	0.0	0.0017654476670870113	0.00015861686097232136	0.004010695187165776	0.003976143141153081	0.0	0.0	0.0001183011948420679	0.0	0.0	0.0001768033946251768	0.029527968392597213	0.002296211251435132	0.0024813895781637717	0.0106458481192335	0.0002916514764855997	0.0030425963488843813	0.02902621722846442
PHAGE_Staphy_187	0.0	0.0	0.0	0.0005491488193300384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012371644191513053	0.0	0.0	0.001148105625717566	0.0	0.0	0.0	0.0	0.0
PHAGE_Vibrio_VBP32	0.0	0.0	0.0	0.0	0.0	0.0011668611435239206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Ralsto_RSY1	8.060290976504251e-05	0.0	0.0	0.0005491488193300384	0.0	0.0	0.0	0.0	0.0	0.000122684333210649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035385704175513094	0.0003711493257453916	0.0	0.0	0.0	0.0	0.0	0.0003645643456069996	0.0	0.0018726591760299626
PHAGE_Salmon_ViI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016038492381716118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002079434393844874	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Chlamy_4	4.030145488252126e-05	0.0	0.024050632911392405	0.0005491488193300384	0.01415836392239119	0.023337222870478413	0.0030257186081694403	0.00016038492381716118	0.0	0.0	0.0	0.0	0.0	0.00807061790668348	0.0019034023316678564	0.0006684491978609625	0.0	0.0	0.0	0.0	0.0	0.00012371644191513053	0.0005304101838755304	0.0	0.0	0.0	0.0	0.0	0.0	0.0018726591760299626
PHAGE_Vibrio_ICP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.84016973125884e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0009363295880149813
PHAGE_Pseudo_phiPSA1	0.0	0.0	0.0	0.004393190554640308	0.0005243838489774515	0.0	0.0	0.00016038492381716118	0.0	0.000981474665685192	0.0	3.734548306382343e-05	0.0	0.0027742749054224464	0.0	0.0006684491978609625	0.0	0.0	0.0	3.943373161402263e-05	0.0	0.0	0.0	0.0002079434393844874	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Chlamy_3	4.030145488252126e-05	0.0	0.13670886075949368	0.0	0.026219192448872573	0.022170361726954493	0.006051437216338881	0.00048115477145148355	0.0	0.0	0.0	0.0	0.0	0.01992433795712484	0.004124038385280355	0.0006684491978609625	0.0	0.0	0.0002617801047120419	0.0	0.0	0.00024743288383026105	0.0003536067892503536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Lactob_phiLdb	0.0	0.0	0.0	0.0	0.0	0.0	0.0015128593040847202	0.0	0.0	0.0	0.0	0.0002240728983829406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014582573824279985	0.0	0.0009363295880149813
PHAGE_Strept_pyogenes_315_5	0.0	0.0	0.002531645569620253	0.010982976386600769	0.0	0.0	0.0030257186081694403	0.00048115477145148355	0.0	0.000122684333210649	0.0	0.0	0.0	0.008827238335435058	0.0003965421524308034	0.006016042780748663	0.0019880715705765406	0.0	0.0	0.0	0.04883227176220807	0.0004948657676605221	0.0001768033946251768	0.0004158868787689748	0.008036739380022962	0.007444168734491315	0.0	0.0	0.0	0.0009363295880149813
PHAGE_Staphy_StB20	0.0	0.0	0.0	0.001098297638660077	0.0	0.0	0.0	0.00016038492381716118	0.0	0.0	2.63636603306003e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.544502617801048e-05	0.0	0.0	0.0	0.0	0.0002079434393844874	0.0	0.0	0.0	0.0	0.0030425963488843813	0.0
PHAGE_Mycoba_Fishburne	0.0	0.0	0.0	0.0005491488193300384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001148105625717566	0.0	0.0	0.0	0.0	0.0
PHAGE_Mycoba_Perseus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017522340984755565	0.000245368666421298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Clostr_phiCP26F	0.0	0.0	0.0	0.0005491488193300384	0.0	0.0	0.0015128593040847202	0.0006415396952686447	0.0	0.000122684333210649	0.0	7.469096612764686e-05	0.0	0.0012610340479192938	0.0	0.0	0.0	0.0	0.0	0.0	0.00035385704175513094	0.00012371644191513053	0.0	0.0	0.0	0.0	0.0007097232079489	0.0	0.0	0.0
PHAGE_Staphy_StB27	0.0	0.0	0.0	0.0016474464579901153	0.0	0.0	0.0	0.00016038492381716118	0.0	0.0	0.0	0.0	0.0	0.00201765447667087	7.930843048616068e-05	0.0	0.0019880715705765406	0.0	0.0	0.0	0.0017692852087756545	0.0	0.0	0.0002079434393844874	0.001148105625717566	0.0	0.0	0.0	0.0	0.0018726591760299626
PHAGE_Pandor_salinus	0.0	0.0	0.0	0.0005491488193300384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012371644191513053	0.0	0.0	0.0	0.0	0.0	0.0	0.002028397565922921	0.0009363295880149813
PHAGE_Mycoba_Gaia	0.0	0.0	0.0	0.0	0.0	0.0	0.0015128593040847202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007077140835102619	0.0	0.0	0.0	0.001148105625717566	0.0	0.0	0.0	0.0	0.0
PHAGE_Oenoco_phi9805	0.0	0.0	0.0	0.0027457440966501922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005044136191677175	7.930843048616068e-05	0.0	0.0019880715705765406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001148105625717566	0.0	0.0	0.0	0.0	0.0
PHAGE_Pseudo_Bf7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016038492381716118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Aggreg_S1249	0.0	0.0	0.0	0.0005491488193300384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025220680958385876	0.0	0.0	0.0	0.0	0.0	0.0	0.0031847133757961785	0.00024743288383026105	0.0	0.0002079434393844874	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Clostr_PhiS63	0.0	0.0	0.0	0.001098297638660077	0.001048767697954903	0.003500583430571762	0.0045385779122541605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006684491978609625	0.0	0.0	0.0	0.0	0.006015569709837226	0.0	0.0	0.0	0.002296211251435132	0.0	0.0	0.0	0.0	0.0
PHAGE_Mycoba_Che12	0.0	0.0	0.0	0.0005491488193300384	0.0	0.0011668611435239206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012371644191513053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Salmon_Chi	0.0	0.0	0.0	0.0005491488193300384	0.0005243838489774515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Lactob_prophage_Lj965	0.0	0.0	0.0	0.0016474464579901153	0.0005243838489774515	0.002333722287047841	0.0	0.00032076984763432237	0.0	0.0	0.0	0.0	0.0	0.004287515762925599	0.00023792529145848205	0.0006684491978609625	0.0	0.0	0.0	0.0	0.0007077140835102619	0.0	0.0	0.0	0.001148105625717566	0.0	0.0	0.0	0.0010141987829614604	0.0
PHAGE_Entero_Chi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002079434393844874	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Entero_933W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001039717196922437	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Cellul_phiSM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005044136191677175	0.0003965421524308034	0.0	0.0019880715705765406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Staphy_phiMR11	0.0	0.0	0.0	0.0005491488193300384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012371644191513053	0.0	0.0002079434393844874	0.0	0.0	0.0	0.0	0.0010141987829614604	0.0
PHAGE_Pseudo_F10	0.0	0.0	0.0	0.0027457440966501922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005044136191677175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002079434393844874	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Liberi_SC1	8.060290976504251e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0008019246190858059	0.00017522340984755565	0.0	0.0	0.0	0.0	0.00025220680958385876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004158868787689748	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Pandor_inopinatum	0.0	0.0	0.0	0.0	0.0	0.0011668611435239206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024743288383026105	0.0	0.0	0.0	0.0	0.0	0.0	0.002028397565922921	0.0
PHAGE_Lactoc_P087	0.0	0.0	0.0	0.0005491488193300384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025220680958385876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003711493257453916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Entero_P22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001768033946251768	0.0002079434393844874	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Lausan	4.030145488252126e-05	0.0	0.0	0.0	0.0005243838489774515	0.0011668611435239206	0.0015128593040847202	0.0	0.0	0.0	0.0	0.0	0.0	0.00025220680958385876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Rhizob_vB_RleM_PPF1	0.0	0.0	0.0	0.0016474464579901153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Mycoba_ZoeJ	0.0	0.0	0.0	0.0	0.0	0.0011668611435239206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Bathyc_BpV1	0.0	0.0	0.0	0.0	0.0005243838489774515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012371644191513053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Bacill_Glittering	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016038492381716118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Bacill_SPO1	0.0	0.0	0.0	0.001098297638660077	0.0	0.0	0.0	0.00016038492381716118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024743288383026105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Entero_Min27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001039717196922437	0.001148105625717566	0.0	0.0028388928317956	0.0	0.0	0.0
PHAGE_Geobac_GBK2	0.00012090436464756378	0.0	0.0012658227848101266	0.003844041735310269	0.0	0.0011668611435239206	0.0	0.00048115477145148355	0.00017522340984755565	0.0	0.0	0.0	0.0	0.004287515762925599	0.0	0.0	0.0	0.0	0.0	0.0	0.0007077140835102619	0.00012371644191513053	8.84016973125884e-05	0.0002079434393844874	0.001148105625717566	0.009925558312655087	0.0	0.0	0.0	0.0
PHAGE_Mycoba_Zaka	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.84016973125884e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Haloru_HF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.613535858488752e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004592422502870264	0.007444168734491315	0.0007097232079489	0.0	0.0	0.0
PHAGE_Mycoba_Trike	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035385704175513094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Wisean_virus	4.030145488252126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00016038492381716118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Mycoba_Alma	0.0	0.0	0.0	0.001098297638660077	0.0	0.0011668611435239206	0.0	0.0	0.0	0.0	0.0	3.734548306382343e-05	0.0	0.0	7.930843048616068e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Entero_PG7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002079434393844874	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Mycoba_Estave1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016038492381716118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Entero_SSL_2009a	4.030145488252126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00016038492381716118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014582573824279985	0.0	0.0
PHAGE_Salmon_SSU5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.544502617801048e-05	0.0	0.0010615711252653928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Strept_phi3396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048115477145148355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.291286912139993e-05	0.0	0.0018726591760299626
PHAGE_Strept_YMC_2011	0.0	0.0	0.0	0.004393190554640308	0.0	0.0	0.0	0.0	0.0	0.0	2.63636603306003e-05	0.0	0.0	0.0	0.0	0.0	0.0019880715705765406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001148105625717566	0.0	0.0	0.0	0.0	0.0
PHAGE_Burkho_BcepNY3	0.0	4.940711462450593e-05	0.0	0.0005491488193300384	0.0	0.0	0.0	0.00032076984763432237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035385704175513094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Lactob_KC5a	0.0	0.0	0.0	0.0	0.0	0.0	0.0015128593040847202	0.0	0.0	0.000245368666421298	0.0	0.0	0.0	0.00025220680958385876	0.0	0.0	0.0019880715705765406	0.0	0.0	0.0	0.0007077140835102619	0.0	0.0	0.0	0.003444316877152698	0.0024813895781637717	0.0	0.0	0.0	0.0009363295880149813
PHAGE_Entero_vB_Efae230P_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63636603306003e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Entero_EF62phi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025220680958385876	0.0	0.0	0.0	0.0	0.0	0.0	0.00035385704175513094	0.0	0.0	0.0	0.0	0.0	0.0007097232079489	0.0	0.0	0.0
PHAGE_Shewan_1/4	0.0	0.0	0.0037974683544303796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Methan_psiM100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006684491978609625	0.0	0.0	0.0	0.0	0.0	0.00024743288383026105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Entero_HK578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.613535858488752e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Entero_mEpX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000245368666421298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010608203677510608	0.0	0.0	0.0	0.0007097232079489	0.0	0.0010141987829614604	0.0
PHAGE_Entero_mEpX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000122684333210649	0.0	0.0	0.0	0.0	7.930843048616068e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.84016973125884e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Shigel_SP18	4.030145488252126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.930843048616068e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Cyanop_KBS_S_2A	0.0	0.0	0.0	0.0005491488193300384	0.0	0.003500583430571762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025220680958385876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Bacill_SP10	0.00016120581953008503	0.0	0.0	0.0016474464579901153	0.0005243838489774515	0.0	0.0	0.0016038492381716118	0.0010513404590853338	0.000368052999631947	2.63636603306003e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006238303181534623	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Lactob_A2	4.030145488252126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000122684333210649	2.63636603306003e-05	0.0	0.0	0.00025220680958385876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002079434393844874	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Bacill_TP21_L	0.0	0.0	0.0	0.0060406370126304225	0.0	0.0	0.0	0.00032076984763432237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006684491978609625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Sodali_SO_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000245368666421298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Vibrio_12A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017522340984755565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010141987829614604	0.0
PHAGE_Rueger_DSS3_P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016038492381716118	0.00017522340984755565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Lactoc_KSY1	0.0	0.0	0.0	0.0	0.0005243838489774515	0.0	0.0	0.0	0.0	0.0	7.90909809918009e-05	0.0	0.0	0.00025220680958385876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012371644191513053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Lactob_phiJL_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004158868787689748	0.0	0.0	0.0	0.0	0.0	0.0028089887640449437
PHAGE_Mycoba_Violet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017522340984755565	0.000245368666421298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Pseudo_phiPSA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0015128593040847202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHAGE_Entero_HK022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007072135785007072	0.0012476606363069245	0.0	0.0	0.0028388928317956	0.0	0.0	0.0
